State,District,Crop,Seed_Variety,Rainfall_mm,Temperature_C,Soil_pH,Soil_Moisture,Humidity,Irrigation_Count,Previous_Yield_kg_ha,Area_Hectares,Yield_kg_ha
Andhra Pradesh,Chittoor,Wheat,HW-2045 (North India),987.9545189306256,25.200118336599267,7.14,13.9,70,1,6414,1.93,4129.62
Andhra Pradesh,Nellore,Sugarcane,Co-0238 (UP/North India),259.33373010669584,24.95099119199026,7.88,37.0,62,7,2770,3.41,79418.25
Uttar Pradesh,Varanasi,Cotton,Bollgard-II (Maharashtra),919.1498764643438,27.47611957647955,6.82,39.8,77,5,4279,2.21,1803.17
Uttar Pradesh,Agra,Cotton,RCH-659 (South & Central India),1267.156126343406,24.095227401795807,7.86,37.4,70,1,6350,4.14,2835.84
Karnataka,Dharwad,Rice,Sona-Masoori (South India),941.1190067814964,22.66296914856881,5.27,21.0,54,1,5630,1.45,4018.48
Maharashtra,Nagpur,Wheat,PBW-343 (Punjab/Haryana),701.372639800295,27.07242051109167,6.66,36.5,59,4,5924,2.18,3992.27
Andhra Pradesh,Nellore,Maize,Kaveri-50 (South India),,30.96165226507929,,,59,2,1851,1.59,4209.17
Telangana,Warangal,Sugarcane,Co-86032 (Tamil Nadu/AP),739.5940210898696,25.93880054569256,5.81,32.5,60,7,6316,2.96,80826.21
Maharashtra,Pune,Rice,IR-64 (Andhra/Telangana),694.9459426183771,33.455885300588065,6.88,18.3,77,4,3369,3.55,4373.06
Karnataka,Mysuru,Wheat,PBW-343 (Punjab/Haryana),572.8760282409226,26.06367307928545,6.73,11.4,59,4,6327,0.69,3759.04
Andhra Pradesh,Krishna,Sugarcane,Co-0238 (UP/North India),,25.580451507242003,,,58,1,5077,1.56,79689.1
Karnataka,Bengaluru Rural,Rice,MTU-1010 (AP/Telangana),788.5533959720701,27.28123225550416,7.04,9.5,75,0,6236,0.68,4736.26
Karnataka,Belagavi,Wheat,HW-2045 (North India),1109.9361175533948,34.227701378742395,6.68,33.5,57,7,4786,2.08,5286.58
Uttar Pradesh,Kanpur,Wheat,PBW-343 (Punjab/Haryana),838.1861832126203,26.843934579914823,6.02,19.8,85,1,6240,4.58,3933.38
Andhra Pradesh,Guntur,Maize,HQPM-1 (Karnataka/AP),966.799025914094,26.77180885614732,7.23,31.8,72,3,1981,3.76,4441.23
Karnataka,Belagavi,Rice,Sona-Masoori (South India),842.6772632795268,26.51202331202464,7.01,17.4,74,5,3609,2.48,3810.86
Uttar Pradesh,Agra,Wheat,HW-2045 (North India),794.5882950332139,27.66208568989332,5.17,23.3,67,2,5007,4.24,4040.27
Punjab,Amritsar,Cotton,Bollgard-II (Maharashtra),,27.765828868662748,,,63,7,3045,3.7,2285.64
Andhra Pradesh,Nellore,Cotton,RCH-659 (South & Central India),603.4603578838974,23.57999098985484,6.26,22.9,67,6,4316,3.55,1879.12
Uttar Pradesh,Kanpur,Rice,Sona-Masoori (South India),640.8905283140328,25.49979816595954,6.08,35.5,73,3,4596,4.17,3937.86
Uttar Pradesh,Varanasi,Cotton,Bollgard-II (Maharashtra),775.0287233413742,30.620723942856607,5.04,22.1,57,7,6837,0.78,1252.19
Uttar Pradesh,Lucknow,Sugarcane,Co-86032 (Tamil Nadu/AP),1190.263132281652,31.2978527401978,6.9,32.1,62,6,3584,3.23,81585.61
Maharashtra,Nashik,Rice,IR-64 (Andhra/Telangana),669.6744937193536,29.16978583060768,5.72,33.0,54,5,4875,0.67,6158.26
Karnataka,Mysuru,Cotton,JKCH-1947 (Gujarat/MH),1163.6785718474591,33.25879282394805,5.78,22.6,66,6,2462,3.03,2489.25
Andhra Pradesh,Chittoor,Maize,Kaveri-50 (South India),843.2395908991477,28.55273468683163,7.73,32.5,66,3,1789,1.4,3955.38
Maharashtra,Nagpur,Rice,MTU-1010 (AP/Telangana),1268.241097830829,30.08654949334393,5.75,21.8,56,0,6033,4.21,5325.46
Andhra Pradesh,Guntur,Maize,HQPM-1 (Karnataka/AP),971.2263912277148,15.52517132574148,5.44,31.2,55,6,3895,3.92,3783.96
Telangana,Karimnagar,Wheat,HD-2967 (North-West India),1205.8366371175205,25.87927786156763,6.19,35.1,67,4,2986,0.87,4363.66
Andhra Pradesh,Krishna,Wheat,HW-2045 (North India),1103.5112663770633,26.604349444997546,6.28,15.3,58,5,4828,4.68,4257.08
Telangana,Karimnagar,Maize,Kaveri-50 (South India),552.4779992479762,21.714728696812625,5.92,24.4,67,6,2119,0.85,2109.82
Andhra Pradesh,Chittoor,Wheat,HD-2967 (North-West India),828.7378335030595,20.135341502907792,6.35,11.0,66,7,5129,1.64,3487.69
Telangana,Nalgonda,Rice,MTU-1010 (AP/Telangana),1227.4688708874191,24.98153540615061,6.2,34.2,63,4,2496,2.59,5347.51
Uttar Pradesh,Kanpur,Maize,NK-6240 (Maharashtra/AP),910.95378005454,26.33712912190145,6.1,38.6,75,2,3425,1.72,4390.33
Punjab,Jalandhar,Wheat,HD-2967 (North-West India),996.337151539467,25.701550969767784,5.8,39.0,60,7,5731,1.07,4261.09
Andhra Pradesh,Krishna,Sugarcane,Co-0238 (UP/North India),987.4761667862766,24.73637468889619,6.94,25.5,68,0,4133,3.38,79863.68
Andhra Pradesh,Krishna,Maize,HQPM-1 (Karnataka/AP),794.1316470629783,25.2954203426058,6.93,36.5,34,0,6115,3.2,4234.62
Karnataka,Mysuru,Sugarcane,Co-86032 (Tamil Nadu/AP),1231.8377452114314,25.284653024492897,7.26,20.6,44,3,1870,0.5,80442.19
Andhra Pradesh,Krishna,Wheat,HW-2045 (North India),769.4131558938309,28.88757128378333,5.8,26.5,76,2,6139,2.08,3476.37
Telangana,Khammam,Rice,Sona-Masoori (South India),700.4955134415414,33.98504497218874,7.44,13.4,88,2,1822,4.38,3858.65
Telangana,Karimnagar,Maize,NK-6240 (Maharashtra/AP),935.2068379410345,31.59314804137992,5.98,23.7,59,5,5299,3.26,4051.52
Karnataka,Dharwad,Sugarcane,Co-86032 (Tamil Nadu/AP),656.519724528695,25.817613361026964,5.23,33.0,44,3,2932,4.94,80267.14
Karnataka,Mysuru,Sugarcane,Co-0238 (UP/North India),964.7812204219782,25.29836910833724,6.43,33.7,53,7,4132,3.25,80593.88
Telangana,Khammam,Maize,Kaveri-50 (South India),863.4440169962237,28.79543596368604,6.88,39.1,67,7,5245,1.73,4361.6
Punjab,Amritsar,Rice,IR-64 (Andhra/Telangana),959.7880190774896,30.41085014085728,5.25,11.8,61,6,6724,0.98,5055.13
Maharashtra,Nashik,Sugarcane,Co-94012 (South India),695.6787512874137,27.25442527657664,6.44,31.2,71,6,6861,4.25,80564.74
Maharashtra,Pune,Cotton,Bollgard-II (Maharashtra),990.736669548662,27.17163001615998,6.1,34.1,70,2,6466,4.64,774.05
Uttar Pradesh,Kanpur,Rice,IR-64 (Andhra/Telangana),1336.8471343865194,16.21142833852157,5.92,22.2,73,7,4158,3.69,6583.43
Uttar Pradesh,Lucknow,Cotton,JKCH-1947 (Gujarat/MH),978.0677195524356,29.059008101254243,6.81,18.7,57,6,2441,3.16,1673.78
Maharashtra,Nagpur,Rice,MTU-1010 (AP/Telangana),,23.29363460713008,,,75,7,5218,2.84,5158.94
Telangana,Karimnagar,Wheat,HW-2045 (North India),331.31884486122885,26.501450951593263,6.05,17.5,70,6,1961,1.15,2250.71
Andhra Pradesh,Guntur,Wheat,HD-2967 (North-West India),1227.9150125141114,20.87482995915657,6.24,17.6,75,0,3603,3.15,4404.03
Karnataka,Bengaluru Rural,Maize,NK-6240 (Maharashtra/AP),1207.7800864178353,28.82792636308931,7.55,22.9,54,3,4310,3.11,5223.65
Karnataka,Bengaluru Rural,Maize,Kaveri-50 (South India),221.448671520105,28.477912167008128,7.53,11.3,54,0,6382,2.25,2714.28
Punjab,Amritsar,Wheat,HW-2045 (North India),365.9210720386756,30.035497378184008,6.66,15.9,59,0,5362,4.89,2968.6
Maharashtra,Aurangabad,Wheat,HW-2045 (North India),813.596246086805,33.62860077695133,6.95,12.5,71,2,5273,2.4,3164.55
Telangana,Nalgonda,Cotton,Bollgard-II (Maharashtra),,24.33839559330264,,,70,3,4486,3.68,1185.6
Karnataka,Belagavi,Rice,Sona-Masoori (South India),1067.9028041287395,24.411551444823605,7.07,32.1,78,4,2192,0.97,5425.79
Uttar Pradesh,Lucknow,Maize,Kaveri-50 (South India),631.03694277607,25.55013749003307,7.37,14.5,57,1,1707,4.46,4243.48
Telangana,Warangal,Maize,HQPM-1 (Karnataka/AP),763.463071069674,28.71390652352872,6.79,9.9,63,3,5598,3.31,4209.98
Andhra Pradesh,Guntur,Rice,MTU-1010 (AP/Telangana),1327.5224324428598,26.428683487987115,5.76,38.0,76,3,3622,1.29,5759.59
Uttar Pradesh,Lucknow,Rice,IR-64 (Andhra/Telangana),1274.004888598322,33.51385226331553,6.61,38.1,77,5,1898,0.8,5088.86
Punjab,Amritsar,Cotton,Bollgard-II (Maharashtra),1097.3309731772922,26.92920792790168,5.86,38.6,62,5,2188,2.35,2027.38
Andhra Pradesh,Krishna,Sugarcane,Co-86032 (Tamil Nadu/AP),390.8979748668835,28.65238637874154,7.01,21.9,60,3,2912,1.55,79241.71
Maharashtra,Nashik,Rice,MTU-1010 (AP/Telangana),838.515986026209,32.13806430524967,6.87,12.7,76,6,3165,1.46,4516.19
Uttar Pradesh,Lucknow,Wheat,PBW-343 (Punjab/Haryana),1001.0925559159792,29.806845532458187,6.24,11.0,55,4,1689,2.94,3950.32
Punjab,Jalandhar,Rice,MTU-1010 (AP/Telangana),1124.065178236429,21.49142607245927,7.47,16.9,76,0,2278,1.19,4492.02
Uttar Pradesh,Varanasi,Maize,Kaveri-50 (South India),,18.291674355085803,,,62,6,3314,2.38,4388.61
Telangana,Nalgonda,Cotton,Bollgard-II (Maharashtra),1167.665111252698,29.214254017678304,6.16,9.4,51,7,4536,0.65,2969.82
Karnataka,Belagavi,Maize,Kaveri-50 (South India),1073.994470816072,27.61707991656241,6.95,20.5,78,2,4209,2.5,4670.84
Karnataka,Bengaluru Rural,Wheat,HW-2045 (North India),980.4974462352768,27.03066119022157,6.98,22.1,66,6,4503,2.25,4240.07
Punjab,Ludhiana,Maize,Kaveri-50 (South India),732.7206189446042,22.32234102693048,6.53,21.8,61,5,5636,1.49,3882.06
Maharashtra,Pune,Cotton,JKCH-1947 (Gujarat/MH),987.703136190436,26.390459412936217,6.82,11.8,75,6,4856,4.2,1461.53
Maharashtra,Pune,Rice,MTU-1010 (AP/Telangana),1289.665385744734,26.796126481329043,6.83,12.5,70,6,5352,3.99,4974.1
Andhra Pradesh,Guntur,Maize,HQPM-1 (Karnataka/AP),945.7244024514326,31.87553291264465,6.95,32.5,68,1,3971,4.65,4394.18
Maharashtra,Nashik,Maize,HQPM-1 (Karnataka/AP),1222.5417742203697,23.95901149995122,6.76,23.7,60,3,5731,1.97,4689.66
Punjab,Patiala,Cotton,Bollgard-II (Maharashtra),757.3076873679041,33.34282146484902,6.7,9.3,46,4,5743,3.68,1342.3
Maharashtra,Aurangabad,Cotton,Bollgard-II (Maharashtra),922.602520477652,26.831237849811146,6.82,13.3,65,7,2272,1.59,1678.92
Telangana,Khammam,Wheat,PBW-343 (Punjab/Haryana),990.464336695134,22.70605429005422,6.91,13.0,43,1,4793,0.62,3322.23
Karnataka,Mysuru,Maize,Kaveri-50 (South India),744.9798011857533,29.726496968222023,7.47,30.3,72,7,3913,2.1,4572.2
Uttar Pradesh,Lucknow,Maize,Kaveri-50 (South India),1091.9128923642388,23.621823968133025,6.53,39.0,78,5,5386,4.2,5078.56
Telangana,Khammam,Rice,MTU-1010 (AP/Telangana),1099.6634306856597,25.772745199825323,8.06,11.2,78,0,5520,4.94,5053.89
Uttar Pradesh,Lucknow,Sugarcane,Co-86032 (Tamil Nadu/AP),973.4386561644797,30.705793493463045,5.35,14.0,64,1,5504,2.66,79563.72
Maharashtra,Nagpur,Wheat,PBW-343 (Punjab/Haryana),844.7504463453628,30.7628200596888,6.26,31.1,80,0,5480,2.2,3476.77
Karnataka,Belagavi,Cotton,JKCH-1947 (Gujarat/MH),996.848270547002,27.93101207845355,6.49,15.9,58,5,3767,2.23,1864.02
Andhra Pradesh,Krishna,Wheat,HW-2045 (North India),947.9381248745098,22.28624054333904,7.08,24.1,60,4,5539,3.11,3212.93
Andhra Pradesh,Nellore,Rice,IR-64 (Andhra/Telangana),1213.9152301565289,23.03098470484268,6.79,14.4,57,4,5725,1.5,4700.33
Maharashtra,Nashik,Cotton,Bollgard-II (Maharashtra),1130.2308503317352,29.32871098645483,7.11,27.4,63,4,6931,3.78,1739.62
Karnataka,Bengaluru Rural,Maize,NK-6240 (Maharashtra/AP),972.9037035766464,20.77703357070189,6.43,34.1,70,6,4887,4.3,3649.04
Uttar Pradesh,Varanasi,Wheat,HD-2967 (North-West India),954.5251835415312,28.762232018210693,6.94,27.5,54,0,3702,4.14,3461.29
Maharashtra,Aurangabad,Wheat,HD-2967 (North-West India),661.3263759550747,27.885290981595464,6.0,21.1,43,1,2049,4.24,3570.28
Telangana,Khammam,Wheat,HD-2967 (North-West India),935.6410492735718,27.838368333977048,5.8,19.6,64,2,1780,0.64,3316.07
Uttar Pradesh,Lucknow,Sugarcane,Co-0238 (UP/North India),341.4092942032785,24.167419497728545,6.36,33.9,58,3,2140,1.31,79364.96
Telangana,Karimnagar,Rice,IR-64 (Andhra/Telangana),933.4783387160048,31.6380002686354,6.94,32.7,67,5,2894,4.52,4649.03
Uttar Pradesh,Agra,Cotton,RCH-659 (South & Central India),741.6323957475024,28.96972408420361,6.36,23.8,73,1,1510,1.57,794.32
Punjab,Amritsar,Cotton,RCH-659 (South & Central India),715.1987243737603,28.641897090183807,6.44,21.1,77,1,5027,2.23,1625.85
Uttar Pradesh,Varanasi,Sugarcane,Co-0238 (UP/North India),808.2470910591678,32.2907532088124,6.72,34.6,68,6,2873,1.74,80377.86
Telangana,Nalgonda,Wheat,PBW-343 (Punjab/Haryana),687.7205225825571,24.46700916390563,6.5,18.5,46,2,6817,1.44,3347.2
Uttar Pradesh,Kanpur,Maize,NK-6240 (Maharashtra/AP),,31.554758303324423,,,49,3,3104,0.89,4740.38
Uttar Pradesh,Agra,Wheat,HW-2045 (North India),797.2157580521455,28.888172982939853,5.61,18.1,56,1,5782,2.24,3281.03
Punjab,Patiala,Rice,Sona-Masoori (South India),486.0904625650659,27.00725820310093,5.7,16.6,87,2,3782,3.4,3851.36
Andhra Pradesh,Chittoor,Maize,NK-6240 (Maharashtra/AP),722.5396692148718,31.50015521325381,6.13,13.4,54,7,1759,4.09,3815.56
Maharashtra,Nagpur,Maize,Kaveri-50 (South India),841.6645344117055,35.75681223425886,5.94,17.7,49,0,4127,1.72,4326.99
Punjab,Ludhiana,Wheat,PBW-343 (Punjab/Haryana),612.5454491604685,26.27717938225228,5.08,39.7,75,5,4172,4.52,3343.97
Telangana,Warangal,Maize,NK-6240 (Maharashtra/AP),1278.4077303268434,30.54218308223978,6.44,38.8,78,6,1534,3.64,5032.84
Uttar Pradesh,Kanpur,Maize,HQPM-1 (Karnataka/AP),752.2582890724171,24.55415946239273,6.51,14.5,73,3,3272,0.68,3793.49
Uttar Pradesh,Lucknow,Rice,Sona-Masoori (South India),493.23039067149176,29.18013816729486,6.61,14.0,69,6,3320,1.13,3822.19
Maharashtra,Nashik,Sugarcane,Co-0238 (UP/North India),,27.846906938832195,,,59,2,6112,4.63,81506.16
Punjab,Ludhiana,Wheat,HD-2967 (North-West India),1083.371002397382,27.67929373861951,6.27,33.5,64,1,6795,2.7,3815.45
Andhra Pradesh,Nellore,Wheat,HD-2967 (North-West India),1452.504435662826,24.796965598547867,5.94,18.8,54,7,5019,4.95,5151.11
Uttar Pradesh,Kanpur,Maize,Kaveri-50 (South India),852.8526728587482,33.22771573477915,5.53,8.1,71,3,2539,4.81,4588.89
Uttar Pradesh,Kanpur,Sugarcane,Co-94012 (South India),470.17792624819634,31.766453454500063,6.52,26.7,64,6,3427,1.12,79945.78
Uttar Pradesh,Lucknow,Maize,HQPM-1 (Karnataka/AP),1279.469489570664,27.32945188362527,6.92,19.5,74,5,3528,1.95,5150.25
Punjab,Ludhiana,Maize,HQPM-1 (Karnataka/AP),964.9247519854632,24.972069241873925,6.51,22.6,55,5,2742,1.52,5095.18
Telangana,Karimnagar,Wheat,PBW-343 (Punjab/Haryana),439.1297947188735,31.85556435596487,7.56,20.2,58,5,6507,1.8,2750.53
Telangana,Warangal,Cotton,JKCH-1947 (Gujarat/MH),832.5555972365256,27.275074285557963,5.97,10.7,66,1,5986,4.4,1390.5
Uttar Pradesh,Lucknow,Sugarcane,Co-94012 (South India),1356.4382352452649,20.88319119657793,6.22,26.5,66,5,4694,2.33,81018.77
Telangana,Karimnagar,Rice,IR-64 (Andhra/Telangana),1066.3603440477675,32.10589284576427,5.83,18.8,70,5,2211,3.55,5197.36
Andhra Pradesh,Chittoor,Cotton,JKCH-1947 (Gujarat/MH),1104.5002029851807,26.77006101849588,6.41,26.8,71,5,2638,0.63,1954.32
Uttar Pradesh,Lucknow,Cotton,Bollgard-II (Maharashtra),1045.573980690567,32.28779268810013,7.21,25.7,69,1,5131,0.57,1884.57
Karnataka,Mysuru,Wheat,HD-2967 (North-West India),1006.3265488027736,28.26806015561252,6.56,11.7,55,5,4641,1.67,4700.81
Andhra Pradesh,Krishna,Sugarcane,Co-86032 (Tamil Nadu/AP),691.1478630925816,31.70827606401065,6.83,17.9,60,6,6213,0.67,79790.14
Telangana,Khammam,Maize,HQPM-1 (Karnataka/AP),1347.1723246012953,29.39541708044909,5.25,19.6,64,0,6696,1.73,5851.35
Andhra Pradesh,Chittoor,Rice,MTU-1010 (AP/Telangana),,22.531149509760272,,,57,4,2150,1.17,4806.6
Andhra Pradesh,Guntur,Cotton,RCH-659 (South & Central India),1496.2163837854082,33.882353455435684,7.22,21.2,64,2,5692,2.6,1973.83
Maharashtra,Nashik,Sugarcane,Co-86032 (Tamil Nadu/AP),591.2162319724043,29.717307488000014,7.3,19.5,70,6,5605,1.29,79742.82
Maharashtra,Aurangabad,Cotton,RCH-659 (South & Central India),295.7501062396765,27.630373218447826,6.54,33.0,73,3,3768,3.86,150.05
Karnataka,Bengaluru Rural,Rice,IR-64 (Andhra/Telangana),896.8984614046791,28.60650100917475,6.51,33.8,60,3,4172,3.21,5273.5
Telangana,Nalgonda,Rice,MTU-1010 (AP/Telangana),712.2294357135977,25.575201929610543,6.39,20.4,70,2,2723,2.26,4121.19
Andhra Pradesh,Nellore,Sugarcane,Co-86032 (Tamil Nadu/AP),882.6315300696889,27.79337636934113,7.25,26.4,69,7,2778,1.91,80166.35
Karnataka,Mysuru,Cotton,RCH-659 (South & Central India),679.3869818156271,21.197971993243307,6.63,35.4,74,4,6989,4.2,1053.46
Andhra Pradesh,Krishna,Sugarcane,Co-0238 (UP/North India),1192.2583285922865,24.687215572953043,6.86,24.7,72,7,3985,4.74,81252.32
Maharashtra,Aurangabad,Maize,NK-6240 (Maharashtra/AP),,33.34847823499045,,,88,2,6419,2.76,4248.6
Punjab,Ludhiana,Sugarcane,Co-86032 (Tamil Nadu/AP),783.7361224500141,25.843102502745463,6.04,19.4,46,2,6374,0.89,79766.74
Karnataka,Mysuru,Sugarcane,Co-0238 (UP/North India),1142.5723247204,21.98913733185021,6.42,8.5,60,3,4888,4.44,80938.7
Karnataka,Dharwad,Wheat,HW-2045 (North India),447.3336592763964,26.989725424715164,6.1,39.8,59,2,2251,2.15,3073.85
Andhra Pradesh,Nellore,Cotton,Bollgard-II (Maharashtra),1018.2184906745272,31.848860801803426,6.23,36.8,52,0,5977,0.62,1713.1
Andhra Pradesh,Nellore,Rice,MTU-1010 (AP/Telangana),1138.962645452624,25.245329568121555,6.22,22.1,58,3,5100,1.17,6204.3
Punjab,Amritsar,Wheat,PBW-343 (Punjab/Haryana),785.1440656811063,33.595917702634075,6.14,38.0,57,5,3867,3.16,3010.38
Karnataka,Belagavi,Maize,HQPM-1 (Karnataka/AP),1371.2517332861646,30.86639000541122,7.51,12.7,74,1,5424,1.64,5183.9
Karnataka,Mysuru,Sugarcane,Co-86032 (Tamil Nadu/AP),955.0614398941858,29.78526368050916,7.24,38.6,78,3,5959,3.74,80686.24
Telangana,Karimnagar,Wheat,HD-2967 (North-West India),807.2122864415339,29.31526459293106,6.57,23.1,76,5,3257,0.59,3216.4
Karnataka,Mysuru,Rice,IR-64 (Andhra/Telangana),799.7250514639121,29.87637314185768,5.9,37.4,53,6,3891,4.29,4798.83
Maharashtra,Nashik,Maize,Kaveri-50 (South India),775.9284914281301,23.41078782260685,6.49,10.6,47,4,1536,1.59,4421.03
Maharashtra,Pune,Rice,Sona-Masoori (South India),1261.3251580393144,30.16761708625488,6.32,14.7,85,1,2857,1.74,4992.01
Andhra Pradesh,Nellore,Wheat,HD-2967 (North-West India),982.8977952807752,27.67891388073324,6.98,18.1,76,6,6119,4.14,4208.75
Karnataka,Belagavi,Rice,Sona-Masoori (South India),230.1955560405321,27.540199179658305,7.16,34.2,61,0,6732,1.53,2604.75
Uttar Pradesh,Lucknow,Maize,HQPM-1 (Karnataka/AP),1198.5465057026825,27.62728449913696,6.39,25.4,53,0,1595,4.13,4444.9
Maharashtra,Aurangabad,Sugarcane,Co-0238 (UP/North India),740.2989354514655,36.74910459458013,6.82,17.5,56,0,6268,2.93,79630.6
Uttar Pradesh,Lucknow,Cotton,RCH-659 (South & Central India),1065.0890894673107,25.801146050877666,7.5,15.7,64,7,6125,2.97,1930.3
Andhra Pradesh,Guntur,Wheat,PBW-343 (Punjab/Haryana),,61.85743744732734,,,46,6,4189,4.61,4270.72
Andhra Pradesh,Guntur,Wheat,HW-2045 (North India),450.0089411310224,29.135397701322866,6.72,26.4,55,7,4254,4.49,3283.75
Karnataka,Mysuru,Maize,Kaveri-50 (South India),567.7197332922693,27.50604924920067,6.82,19.1,67,4,6660,1.59,3835.97
Maharashtra,Pune,Rice,Sona-Masoori (South India),1140.5090654194653,32.49393525926047,5.88,20.2,62,3,6882,2.97,4729.56
Telangana,Khammam,Rice,Sona-Masoori (South India),,29.06354791796821,,,61,5,6851,4.95,5085.17
Uttar Pradesh,Kanpur,Rice,IR-64 (Andhra/Telangana),701.6466529723721,26.464038907128018,7.23,24.9,68,4,5109,1.42,3885.28
Telangana,Warangal,Maize,Kaveri-50 (South India),1153.338668026928,27.69594920800818,6.31,24.3,78,1,4220,3.6,5157.35
Andhra Pradesh,Chittoor,Cotton,RCH-659 (South & Central India),863.2795691929581,18.347386737002225,6.21,36.2,56,6,4840,1.48,1882.53
Telangana,Khammam,Cotton,Bollgard-II (Maharashtra),1077.2974221206955,25.568894458597992,6.97,38.4,65,4,1902,0.68,622.7
Maharashtra,Aurangabad,Sugarcane,Co-94012 (South India),968.9782202578192,28.788973411467904,7.09,24.0,57,3,2943,1.1,80793.92
Uttar Pradesh,Kanpur,Cotton,Bollgard-II (Maharashtra),868.5787647484682,29.20480581724953,6.75,20.7,66,1,4694,4.91,1248.53
Karnataka,Dharwad,Maize,NK-6240 (Maharashtra/AP),1161.5154920435732,31.355049220269123,6.49,28.0,40,7,1563,0.98,5109.25
Andhra Pradesh,Guntur,Wheat,PBW-343 (Punjab/Haryana),494.974629029334,25.63655069940809,5.8,18.2,78,4,3086,3.19,3361.7
Karnataka,Bengaluru Rural,Cotton,JKCH-1947 (Gujarat/MH),570.875738568774,18.01543651359877,6.62,17.0,66,2,4664,2.17,522.82
Telangana,Warangal,Maize,HQPM-1 (Karnataka/AP),758.1219351105868,27.82146536546202,6.54,9.0,62,4,3437,4.02,4626.02
Maharashtra,Nagpur,Sugarcane,Co-86032 (Tamil Nadu/AP),1091.7704328568109,26.648857669414056,5.85,38.7,50,7,6505,4.31,80826.12
Telangana,Karimnagar,Maize,NK-6240 (Maharashtra/AP),501.11141380177486,23.134892222818195,6.46,21.6,72,2,6286,3.18,3367.8
Uttar Pradesh,Lucknow,Rice,IR-64 (Andhra/Telangana),741.9464878260278,25.420102985230947,6.86,34.5,67,4,4470,4.75,4668.17
Uttar Pradesh,Varanasi,Sugarcane,Co-94012 (South India),819.8060816972021,29.960546309465748,5.99,28.2,60,3,1599,2.78,80814.8
Uttar Pradesh,Lucknow,Cotton,Bollgard-II (Maharashtra),529.0547458418348,25.27621429681293,6.89,14.5,72,0,5249,4.33,150.85
Karnataka,Dharwad,Cotton,RCH-659 (South & Central India),1135.8073395958456,25.60028992136744,7.11,21.4,63,3,3111,4.68,2016.53
Uttar Pradesh,Lucknow,Maize,Kaveri-50 (South India),1089.7763841799256,28.201669784000387,5.81,24.2,80,0,5655,4.27,4955.04
Karnataka,Mysuru,Rice,MTU-1010 (AP/Telangana),918.2880070743108,29.634452568630643,5.88,18.7,67,5,2037,4.64,5212.68
Maharashtra,Nashik,Cotton,Bollgard-II (Maharashtra),1151.8718216188013,27.185730348176577,5.51,32.0,78,2,2136,1.71,2670.08
Maharashtra,Aurangabad,Cotton,RCH-659 (South & Central India),1225.8244219052656,22.458299129819647,7.14,29.6,64,7,5021,0.58,2387.43
Maharashtra,Nashik,Cotton,RCH-659 (South & Central India),798.1676054753896,33.93802302363673,6.59,17.3,68,7,5400,0.64,1876.35
Karnataka,Belagavi,Rice,MTU-1010 (AP/Telangana),1314.6654291101447,27.000704081987376,6.69,11.0,59,7,3222,4.06,5832.19
Punjab,Amritsar,Cotton,JKCH-1947 (Gujarat/MH),840.2540903707854,31.105346936180137,6.54,18.2,77,6,6089,4.59,2130.09
Karnataka,Belagavi,Cotton,Bollgard-II (Maharashtra),846.8661383250593,32.35177206371974,6.64,20.9,58,3,2736,4.55,1459.36
Telangana,Warangal,Cotton,Bollgard-II (Maharashtra),612.187870349745,21.890445872356736,6.8,24.9,72,2,6932,2.49,583.89
Punjab,Ludhiana,Cotton,JKCH-1947 (Gujarat/MH),,28.10515977125601,,,55,4,6489,1.81,2109.74
Karnataka,Mysuru,Wheat,HW-2045 (North India),507.4483581588102,28.06556668748105,6.03,18.9,69,3,2713,3.05,3151.62
Andhra Pradesh,Krishna,Wheat,PBW-343 (Punjab/Haryana),1544.9032838157823,27.20186065652158,6.66,12.0,66,3,1631,1.78,6087.68
Telangana,Khammam,Sugarcane,Co-94012 (South India),1185.283643802562,27.05321766179757,6.54,23.6,64,1,5322,1.46,80604.53
Karnataka,Bengaluru Rural,Sugarcane,Co-94012 (South India),1046.3167171029286,23.430985924752232,6.33,34.6,56,7,1716,1.97,80648.52
Uttar Pradesh,Lucknow,Cotton,JKCH-1947 (Gujarat/MH),833.3915574213177,26.1406996722855,6.61,21.7,71,3,6147,4.71,1136.6
Telangana,Khammam,Rice,Sona-Masoori (South India),950.626136473302,31.420392260227604,6.28,23.4,55,1,6999,1.65,4579.75
Maharashtra,Pune,Sugarcane,Co-86032 (Tamil Nadu/AP),1316.8221922327616,26.19717232902201,7.17,8.8,65,0,1613,3.65,81024.84
Uttar Pradesh,Kanpur,Maize,NK-6240 (Maharashtra/AP),518.7476606056775,26.482425148494645,5.6,32.7,67,3,1926,1.59,4330.07
Uttar Pradesh,Kanpur,Cotton,RCH-659 (South & Central India),819.8932215898762,26.986281476846376,6.83,39.5,71,3,3514,4.81,1220.29
Telangana,Warangal,Cotton,JKCH-1947 (Gujarat/MH),607.1588199526434,28.141804823557347,6.67,13.4,66,2,5936,2.7,1418.41
Uttar Pradesh,Kanpur,Cotton,Bollgard-II (Maharashtra),1053.344281403423,24.675224760074222,6.66,33.1,55,5,2077,2.15,1794.74
Uttar Pradesh,Lucknow,Maize,HQPM-1 (Karnataka/AP),751.2874950954167,25.403356930448822,5.97,32.0,67,4,6053,3.64,4661.44
